,owner,project,file,page,abstracted,classification
1469,carbon-design-system,carbon,Definition-of-Done.md,definition of done,definition of do,
1470,vysheng,tg,Telegram-CLI-Commands.md,telegram cli commands,telegram cli command,
1471,vysheng,tg,Running-Telegram-CLI-as-Daemon.md,running telegram cli as daemon,run telegram cli as daemon,
1472,vysheng,tg,Telegram-CLI-Arguments.md,telegram cli arguments,telegram cli argument,
1473,vysheng,tg,User-level-daemon-on-Arch-linux-with-systemd.md,user level daemon on arch linux with systemd,user level daemon on arch linux with systemd,
1474,quasar,Quasar,Protocol-Specification.md,protocol specification,protocol specification,
1475,quasar,Quasar,Getting-Started.md,getting started,get start,
1476,quasar,Quasar,Client-deployment-settings.md,client deployment settings,client deployment setting,
1477,quasar,Quasar,Updating-a-Client.md,updating a client,update a client,
1478,hanami,hanami,Triaging-Issues.md,triaging issues,triaging issue,
1479,hanami,hanami,Issues-labels.md,issues labels,issue label,
1480,hanami,hanami,Release-Hanami.md,release hanami,release @PROJECT,
1481,hanami,hanami,Release-a-Hanami-gem.md,release a hanami gem,release a @PROJECT gem,
1482,artilleryio,artillery,Companies-using-Artillery.md,companies using artillery,company use @PROJECT,
1483,saulpw,visidata,Read-geopackage-(.gpkg)-geographic-data.md,read geopackage gpkg geographic data,read geopackage gpkg geographic data,
1484,saulpw,visidata,Frequency-Table.md,frequency table,frequency table,
1485,saulpw,visidata,Screen-Layout.md,screen layout,screen layout,
1486,kgretzky,evilginx2,FAQ.md,faq,faq,
1487,kgretzky,evilginx2,Phishlet-File-Format-(2.3.0).md,phishlet file format 230,phishlet file format @NUMBER,
1488,kgretzky,evilginx2,Phishlet-File-Format-(2.2.0).md,phishlet file format 220,phishlet file format @NUMBER,
1489,zaphoyd,websocketpp,wsperf:-stress_test.md,wsperf stress test,wsperf stress test,
1490,aspnet,Mvc,Labels.md,labels,label,
1491,chainer,chainer,Development-policies.md,development policies,development policy,
1492,chainer,chainer,GSoC-2019-Project-Ideas.md,gso c 2019 project ideas,gso c @YEAR project idea,
1493,kalcaddle,KodExplorer,Home.md,home,home,
1494,hishamhm,htop,macOS:-run-without-sudo.md,mac os run without sudo,mac os run without sudo,
1495,microsoft,VFSForGit,Resolving-a-kernel-backtrace.md,resolving a kernel backtrace,resolve a kernel backtrace,
1496,MinecraftForge,MinecraftForge,Energy-Systems.md,energy systems,energy system,
1497,MinecraftForge,MinecraftForge,If-you-want-to-contribute-to-Forge.md,if you want to contribute to forge,if you want to contribute to forge,
1498,MinecraftForge,MinecraftForge,FML.md,fml,fml,
1499,MinecraftForge,MinecraftForge,Frequently-Asked-Questions.md,frequently asked questions,frequently ask question,
1500,MinecraftForge,MinecraftForge,Guidelines-for-Writing-a-Test-Mod.md,guidelines for writing a test mod,guideline for write a test mod,
1501,magit,magit,How-to-report-a-bug.md,how to report a bug,how to report a bug,
1502,magit,magit,Converting-popup-modifications-to-transient-modifications.md,converting popup modifications to transient modifications,convert popup modification to transient modification,
1503,magit,magit,History-Manipulation.md,history manipulation,history manipulation,
1504,MikeMcl,bignumber.js,"Add-ceil,-floor,-round-and-trunc.md",add ceil floor round and trunc,add ceil floor round and trunc,
1505,Snapchat,KeyDB,Active-Replication.md,active replication,active replication,
1506,Snapchat,KeyDB,Enhanced-FLASH-Support-(PRO).md,enhanced flash support pro,enhance flash support pro,
1507,Snapchat,KeyDB,Legacy-FLASH-Storage.md,legacy flash storage,legacy flash storage,
1508,Snapchat,KeyDB,KeyDB-Pro.md,key db pro,@PROJECT pro,
1509,ml5js,ml5-library,Lead-Caretaker-Notes.md,lead caretaker notes,lead caretaker note,
1510,ml5js,ml5-library,Roadmap.md,roadmap,roadmap,
1511,ml5js,ml5-library,ml5-notes-(TEMP).md,ml5 notes temp,@NON_ENGLISH note temp,
1512,springfox,springfox,Contribution-guidelines.md,contribution guidelines,contribution guideline,
1513,jdorn,json-editor,JSON2Schema.md,json2schema,@NON_ENGLISH,
1514,jdorn,json-editor,HowTo:-Import-Libraries-to-use-ACE-with-Font-Awesome-in-JSON-Editor.md,how to import libraries to use ace with font awesome in json editor,how to import library to use ace with font awesome in @PROJECT,
1515,jdorn,json-editor,Home.md,home,home,
1516,jdorn,json-editor,Handle-Large-Arrays-with-the-JSON-editor.md,handle large arrays with the json editor,handle large array with the @PROJECT,
1517,daimajia,AndroidImageSlider,Transform-effect.md,transform effect,transform effect,
1518,daimajia,AndroidImageSlider,Getting-Start.md,getting start,get start,
1519,daimajia,AndroidImageSlider,Start-Using.md,start using,start use,
1520,daimajia,AndroidImageSlider,Slider-child-view-animation.md,slider child view animation,slider child view animation,
1521,daimajia,AndroidImageSlider,Slider-view.md,slider view,slider view,
1522,daimajia,AndroidImageSlider,Custom-Indicators.md,custom indicators,custom indicator,
1523,tporadowski,redis,Memory-Configuration.md,memory configuration,memory configuration,
1524,tporadowski,redis,Home.md,home,home,
1525,tporadowski,redis,Mini-Dump-Configuration-Instructions.md,mini dump configuration instructions,mini dump configuration instruction,
1526,tporadowski,redis,Old-MSOpenTech-redis-README.md.md,old msopen tech redis readmemd,old msopen tech @PROJECT readmemd,
1527,tporadowski,redis,Redis-modules.md,redis modules,@PROJECT module,
1528,tporadowski,redis,Submitting-an-Issue.md,submitting an issue,submit an issue,
1529,lpereira,lwan,Using-Lwan-as-a-Library.md,using lwan as a library,use @PROJECT as a library,
1530,preservim,tagbar,Home.md,home,home,
1531,butor,blackbird,0-Things-you-need-to-compile-Blackbird-on-Windows-10.md,0 things you need to compile blackbird on windows 10,@NUMBER thing you need to compile @PROJECT on window @NUMBER,
1532,butor,blackbird,1-How-to-compile-the-blackbird-program-from-source-code.md,1 how to compile the blackbird program from source code,@NUMBER how to compile the @PROJECT program from source code,
1533,dmytrodanylyk,circular-progress-button,User-Guide.md,user guide,user guide,
1534,o2sh,onefetch,Command-line-options.md,command line options,command line option,
1535,o2sh,onefetch,Ascii-Art.md,ascii art,ascii art,
1536,o2sh,onefetch,Images-in-the-terminal.md,images in the terminal,image in the terminal,
1537,o2sh,onefetch,Installation.md,installation,installation,
1538,vuejs,vetur,Triaging-Issues.md,triaging issues,triaging issue,
1539,vuejs,vetur,Pull-Request-Guidance.md,pull request guidance,pull request guidance,
1540,vuejs,vetur,Developing-TextMate-Grammar.md,developing text mate grammar,develop text mate grammar,
1541,vuejs,vetur,Developing-Language-Server-Features.md,developing language server features,develop language server feature,
1542,graphql-java,graphql-java,How-to-release-a-new-version.md,how to release a new version,how to release a new version,
1543,Dman95,SASM,Help-(English).md,help english,help english,
1544,documentationjs,documentation,See-also.md,see also,see also,
1545,documentationjs,documentation,Current-maintenance-status.md,current maintenance status,current maintenance status,
1546,frohoff,ysoserial,matrix.md,matrix,matrix,
1547,cleverhans-lab,cleverhans,Design-Principles-and-Style-Guide.md,design principles and style guide,design principle and style guide,
1548,anishathalye,dotbot,Users.md,users,user,
1549,anishathalye,dotbot,Plugins.md,plugins,plugins,
1550,anishathalye,dotbot,Tips-and-Tricks.md,tips and tricks,tip and trick,
1551,opensearch-project,OpenSearch,Guiding-Principles.md,guiding principles,guide principle,
1552,EsotericSoftware,kryo,Migration-to-v5.md,migration to v5,migration to @NUMBER,
1553,EsotericSoftware,kryo,HowTo-Release.md,how to release,how to release,
1554,EsotericSoftware,kryo,(outdated)-Kryo-v1-benchmarks.md,outdated kryo v1 benchmarks,outdated @PROJECT @NUMBER benchmark,
1555,EsotericSoftware,kryo,(outdated)-Kryo-v1.md,outdated kryo v1,outdated @PROJECT @NUMBER,
1556,EsotericSoftware,kryo,Kryo-v4.md,kryo v4,@PROJECT @NUMBER,
1557,flowable,flowable-engine,Home.md,home,home,
1558,flowable,flowable-engine,Flowable-roadmap.md,flowable roadmap,flowable roadmap,
1559,dotnet,reactive,Contributing-Code.md,contributing code,contribute code,
1560,dotnet,reactive,Upgrading-to-v4.md,upgrading to v4,upgrade to @NUMBER,
1561,react-ui-builder,structor,Using-React-Router-inside-of-components.md,using react router inside of components,use react router inside of component,
1562,react-ui-builder,structor,How-we-can-collaborate-with-your-team.md,how we can collaborate with your team,how we can collaborate with your team,
1563,react-ui-builder,structor,Home.md,home,home,
1564,react-ui-builder,structor,Generators-metadata-overview.md,generators metadata overview,generator metadata overview,
1565,react-ui-builder,structor,Structor's-component-model-representation.md,structor component model representation,@PROJECT component model representation,
1566,weaveworks,scope,Issue-Labelling.md,issue labelling,issue label,
1567,weaveworks,scope,Release-Process.md,release process,release process,
1568,weaveworks,scope,Release-Qualification.md,release qualification,release qualification,
1569,ResearchKit,ResearchKit,Best-Practices.md,best practices,best practice,
1570,alibaba,freeline,Freeline-DSL-References.md,freeline dsl references,@PROJECT dsl reference,
1571,rlidwka,sinopia,Installing-As-a-Windows-Service.md,installing as a windows service,instal as a window service,
1572,robbiehanson,CocoaHTTPServer,Home.md,home,home,
1573,mapstruct,mapstruct,Creating-an-Official-Release.md,creating an official release,create an official release,
1574,mapstruct,mapstruct,Migration-notes.md,migration notes,migration note,
1575,breach,breach_core,Running-Breach-on-Linux.md,running breach on linux,run breach on linux,
1576,breach,breach_core,API-Reference-v0.3.md,api reference v03,api reference @NUMBER,
1577,breach,breach_core,Building-Breach-from-Source.md,building breach from source,build breach from source,
1578,breach,breach_core,List-of-modules.md,list of modules,list of module,
1579,breach,breach_core,Creating a new module.md,creating a new module,create a new module,
1580,breach,breach_core,Breach-modular-architecture.md,breach modular architecture,breach modular architecture,
1581,mandiant,commando-vm,Commando-VM-Roadmap.md,commando vm roadmap,@PROJECT roadmap,
1582,este,este,VSCode.md,vscode,vscode,
1583,amitshekhariitbhu,Fast-Android-Networking,Using-Fast-Android-Networking-Library-With-RxJava.md,using fast android networking library with rx java,use @PROJECT library with rx java,
1584,amitshekhariitbhu,Fast-Android-Networking,Home.md,home,home,
1585,amitshekhariitbhu,Fast-Android-Networking,Using-Fast-Android-Networking-Library-In-Your-Application.md,using fast android networking library in your application,use @PROJECT library in your application,
1586,RayTracing,raytracing.github.io,Implementations.md,implementations,implementation,
1587,RayTracing,raytracing.github.io,Aggregation-of-Possible-Next-Steps.md,aggregation of possible next steps,aggregation of possible next step,
1588,RayTracing,raytracing.github.io,Monorepo-vs.-Multirepo.md,monorepo vs multirepo,monorepo vs multirepo,
1589,fikovnik,ShiftIt,The-Hammerspoon-Alternative.md,the hammerspoon alternative,the hammerspoon alternative,
1590,imakewebthings,deck.js,Home.md,home,home,
1591,thoughtbot,administrate,Field:-ScopedHasManyField.md,field scoped has many field,field scoped have many field,
1592,thoughtbot,administrate,List-of-Plugins.md,list of plugins,list of plugins,
1593,thoughtbot,administrate,Rails-6-&-Webpacker.md,rails 6 webpacker,rail @NUMBER webpacker,
1594,TryGhost,node-sqlite3,API.md,api,api,
1595,TryGhost,node-sqlite3,Binaries.md,binaries,binary,
1596,TryGhost,node-sqlite3,Control-Flow.md,control flow,control flow,
1597,TryGhost,node-sqlite3,Debugging.md,debugging,debug,
1598,jonls,redshift,Configuration-file.md,configuration file,configuration file,
1599,muaz-khan,RecordRTC,Record-Multiple-Streams-Into-Single-File.md,record multiple streams into single file,record multiple stream into single file,
1600,muaz-khan,RecordRTC,mimeType-and-recorderType.md,mime type and recorder type,mime type and recorder type,
1601,muaz-khan,RecordRTC,Upload-To-Server.md,upload to server,upload to server,
1602,muaz-khan,RecordRTC,RecordRTC-on-AngularJs.md,record rtc on angular js,@PROJECT on angular js,
1603,muaz-khan,RecordRTC,PHP-Upload-Issues.md,php upload issues,php upload issue,
1604,muaz-khan,RecordRTC,Upload-to-YouTube.md,upload to you tube,upload to you tube,
1605,pivpn,pivpn,FAQ.md,faq,faq,
1606,pivpn,pivpn,Home.md,home,home,
1607,pivpn,pivpn,WireGuard.md,wire guard,wire guard,
1608,pivpn,pivpn,OpenVPN.md,open vpn,open vpn,
1609,pivpn,pivpn,Upgrading.md,upgrading,upgrade,
1610,davatron5000,Lettering.js,Wrapping-letters-with-lettering().md,wrapping letters with lettering,wrap letter with letter,
1611,davatron5000,Lettering.js,Chaining-with-lettering().md,chaining with lettering,chain with letter,
1612,mortenjust,androidtool-mac,Troubleshooting.md,troubleshooting,troubleshoot,
1613,evernote,android-job,FAQ.md,faq,faq,
1614,evernote,android-job,Migrating-to-WorkManager.md,migrating to work manager,migrate to work manager,
1615,evernote,android-job,Version-1.2.0.md,version 120,version @NUMBER,
1616,linkerd,linkerd,Linkerd-code-of-conduct.md,linkerd code of conduct,@PROJECT code of conduct,
1617,linkerd,linkerd,How-to-ask-questions-in-slack.md,how to ask questions in slack,how to ask question in slack,
1618,python-mode,python-mode,Home.md,home,home,
1619,rtfeldman,seamless-immutable,Deeply-nested-object-was-detected.md,deeply nested object was detected,deeply nest object be detect,
1620,espnet,espnet,FAQ.md,faq,faq,
1621,espnet,espnet,tts_decode.py-(Core-Tools).md,tts decodepy core tools,tt decodepy core tool,
1622,espnet,espnet,How-to-port-the-Kaldi-recipe-to-the-ESPnet-recipe?.md,how to port the kaldi recipe to the espnet recipe,how to port the kaldi recipe to the @PROJECT recipe,
1623,joshuaclayton,blueprint-css,Beta-&-RC-Tests.md,beta rc tests,beta rc test,
1624,joshuaclayton,blueprint-css,rounded-borders-corners.md,rounded borders corners,round border corner,
1625,joshuaclayton,blueprint-css,Quick-start-tutorial.md,quick start tutorial,quick start tutorial,
1626,joshuaclayton,blueprint-css,JQuery-Plugin-Clear-Css.md,jquery plugin clear css,jquery plugin clear cs,
1627,gothinkster,react-redux-realworld-example-app,Home.md,home,home,
1628,liuxinyu95,AlgoXY,Depth-First-Search.md,depth first search,depth first search,
1629,liuxinyu95,AlgoXY,Preface.md,preface,preface,
1630,munificent,craftinginterpreters,Lox-Implementations.md,lox implementations,lox implementation,
1631,pypa,pipx,Common-Package-Installation-Issues.md,common package installation issues,common package installation issue,
1632,tzapu,WiFiManager,Examples.md,examples,example,
1633,tzapu,WiFiManager,Methods.md,methods,method,
1634,tzapu,WiFiManager,API-reference.md,api reference,api reference,
1635,vrana,adminer,Technical-Wiki.md,technical wiki,technical wiki,
1636,vrana,adminer,Compile-Adminer-with-Plugin(s)-and-Design.md,compile adminer with plugins and design,compile @PROJECT with plugins and design,
1637,vrana,adminer,Enable-sqlite3.md,enable sqlite3,enable @NON_ENGLISH,
1638,lostisland,faraday,Home.md,home,home,
1639,lostisland,faraday,Parallel-requests.md,parallel requests,parallel request,
1640,lostisland,faraday,Setting-up-SSL-certificates.md,setting up ssl certificates,set up ssl certificate,
1641,bee-san,pyWhat,API.md,api,api,
1642,bee-san,pyWhat,Adding-your-own-Regex.md,adding your own regex,add your own regex,
1643,dbt-labs,dbt-core,New-Adapter-Information-Sheet.md,new adapter information sheet,new adapter information sheet,
1644,dbt-labs,dbt-core,rfc_1_orchestration.md,rfc 1 orchestration,rfc @NUMBER orchestration,
1645,dbt-labs,dbt-core,11-2017-tristan.md,11 2017 tristan,@MONTH @YEAR tristan,
1646,minbrowser,min,Architecture.md,architecture,architecture,
1647,minbrowser,min,userscripts.md,userscripts,userscripts,
1648,minbrowser,min,Content-blocking-settings.md,content blocking settings,content block setting,
1649,minbrowser,min,Home.md,home,home,
1650,jpillora,cloud-torrent,Auto-Run-on-Reboot.md,auto run on reboot,auto run on reboot,
1651,share,sharedb,Upgrading-to-sharedb@1.0.0-from-1.0.0-beta.md,upgrading to sharedb100 from 100 beta,upgrade to @NON_ENGLISH from @NUMBER beta,
1652,share,sharedb,ShareDB-PR-Review-Meeting-Notes---2018.md,share db pr review meeting notes 2018,share db pr review meet note @YEAR,
1653,fastruby,fast-ruby,JRuby-Performance-results.md,jruby performance results,jruby performance result,
1654,thangchung,clean-code-dotnet,Home.md,home,home,
1655,mikf,gallery-dl,Custom-Site-Support-Example:-Gelbooru.md,custom site support example gelbooru,custom site support example gelbooru,
1656,mikf,gallery-dl,Config-File-Outline.md,config file outline,config file outline,
1657,tjanczuk,edge,Release-process.md,release process,release process,
1658,tjanczuk,edge,Performance.md,performance,performance,
1659,tjanczuk,edge,Add-support-for-a-CLR-language.md,add support for a clr language,add support for a clr language,
1660,groue,GRDB.swift,Performance.md,performance,performance,
1661,groue,GRDB.swift,SQLite-versions.md,sqlite versions,sqlite version,
1662,akfamily,akshare,Home.md,home,home,
1663,scribejava,scribejava,Custom-Apis.md,custom apis,custom apis,
1664,processone,ejabberd,Getting-started.md,getting started,get start,
1665,processone,ejabberd,Home.md,home,home,
1666,seemoo-lab,openhaystack,Flashing-nRF-with-OpenOCD---ST-Link.md,flashing nrf with open ocd st link,flash nrf with open ocd st link,
1667,PrismLibrary,Prism,Release-Notes---6.0.0.md,release notes 600,release note @NUMBER,
1668,PrismLibrary,Prism,Release-Notes-6.2.0.md,release notes 620,release note @NUMBER,
1669,PrismLibrary,Prism,Release-Notes-6.3.0.md,release notes 630,release note @NUMBER,
1670,PrismLibrary,Prism,Release-Notes---6.1.0.md,release notes 610,release note @NUMBER,
1671,msiemens,tinydb,Used-By.md,used by,use by,
1672,AutomaApp,automa,Help-Translate.md,help translate,help translate,
1673,AutomaApp,automa,Blocks.md,blocks,block,
1674,AutomaApp,automa,Features.md,features,feature,
1675,h6ah4i,android-advancedrecyclerview,Tutorial---How-to-add-SWIPEABLE-feature-to-your-adapter.md,tutorial how to add swipeable feature to your adapter,tutorial how to add swipeable feature to your adapter,
1676,popcorn-time,popcorn-app,Roadmap.md,roadmap,roadmap,
1677,popcorn-time,popcorn-app,F.A.Q.md,faq,faq,
1678,popcorn-time,popcorn-app,Build-beta-2-on-Ubuntu-Linux-32-64-bits.md,build beta 2 on ubuntu linux 32 64 bits,build beta @NUMBER on ubuntu linux @NUMBER @NUMBER bit,
1679,Clans,FloatingActionButton,Changelog.md,changelog,changelog,
1680,Clans,FloatingActionButton,Documentation.md,documentation,documentation,
1681,fnproject,fn,"Presentations,-talks-&-videos.md",presentations talks videos,presentation talk video,
1682,XVimProject,XVim,Donation-messages-to-XVim.md,donation messages to xvim,donation message to @PROJECT,
1683,XVimProject,XVim,Announcement-to-Contributors-and-Collaborators.md,announcement to contributors and collaborators,announcement to contributor and collaborator,
1684,ProjectDent,ARKit-CoreLocation,Current-Location-Accuracy.md,current location accuracy,current location accuracy,
1685,ProjectDent,ARKit-CoreLocation,Creating-a-new-ARCL-App:-Part-1.md,creating a new arcl app part 1,create a new arcl app part @NUMBER,
1686,hql287,Manta,Translating-Manta.md,translating manta,translate @PROJECT,
1687,hql287,Manta,Adding-and-Refactoring-Custom-Fields.md,adding and refactoring custom fields,add and refactoring custom field,
1688,edwardtufte,tufte-css,Home.md,home,home,
1689,JakeLin,SwiftLanguageWeather,Home.md,home,home,
1690,theskumar,python-dotenv,Home.md,home,home,
1691,standard-things,esm,Compile-Node.md,compile node,compile node,
1692,openpgpjs,openpgpjs,V5-Changelog.md,v5 changelog,@NUMBER changelog,
1693,openpgpjs,openpgpjs,Cure53-security-audit.md,cure53 security audit,@NON_ENGLISH security audit,
1694,openpgpjs,openpgpjs,Introduction.md,introduction,introduction,
1695,rest-client,rest-client,Development-notes.md,development notes,development note,
1696,zplug,zplug,history.md,history,history,
1697,zplug,zplug,Migration.md,migration,migration,
1698,zplug,zplug,Configurations.md,configurations,configuration,
1699,btraceio,btrace,Adaptive-Instrumentation.md,adaptive instrumentation,adaptive instrumentation,
1700,btraceio,btrace,Home.md,home,home,
1701,btraceio,btrace,BTrace-Annotations.md,btrace annotations,@PROJECT annotation,
1702,btraceio,btrace,Trace-Scripts.md,trace scripts,trace script,
1703,Haneke,HanekeSwift,UIKit-extensions-and-autolayout.md,uikit extensions and autolayout,uikit extension and autolayout,
1704,quartz-scheduler,quartz,How-to-Submit-New-Issue.md,how to submit new issue,how to submit new issue,
1705,b4winckler,macvim,ChangeLog.md,change log,change log,
1706,b4winckler,macvim,Troubleshooting.md,troubleshooting,troubleshoot,
1707,b4winckler,macvim,FAQ.md,faq,faq,
1708,b4winckler,macvim,Debugging.md,debugging,debug,
1709,b4winckler,macvim,Building.md,building,build,
1710,confluentinc,ksql,FAQ:Pull-Queries.md,faqpull queries,faqpull query,
1711,confluentinc,ksql,FAQ:Aggregations.md,faqaggregations,faqaggregations,
1712,confluentinc,ksql,FAQ:UDFs.md,faqudfs,faqudfs,
1713,confluentinc,ksql,FAQ:Basics.md,faqbasics,faqbasics,
1714,reek,anti-adblock-killer,Add-or-update.md,add or update,add or update,
1715,py-why,dowhy,API-for-Global-Causal-Discovery.md,api for global causal discovery,api for global causal discovery,
1716,py-why,dowhy,API-Proposal-for-Causal-Prediction-(and-optionally-representation-learning).md,api proposal for causal prediction and optionally representation learning,api proposal for causal prediction and optionally representation learn,
1717,py-why,dowhy,Roadmap.md,roadmap,roadmap,
1718,py-why,dowhy,API-proposal-for-v1.md,api proposal for v1,api proposal for @NUMBER,
1719,py-why,dowhy,[DRAFT]-PyWhy-Proposal-of-Causal-Graphs-and-Their-Operations.md,draft py why proposal of causal graphs and their operations,draft py why proposal of causal graph and their operation,
1720,py-why,dowhy,Networkx-Proposals-For-MixedEdgeGraph-Class-To-Enable-Causal-Graphs.md,networkx proposals for mixed edge graph class to enable causal graphs,networkx proposal for mix edge graph class to enable causal graph,
1721,drapergem,draper,Upgrading-to-1.0.md,upgrading to 10,upgrade to @NUMBER,
1722,microsoft,FASTER,Variable-length-values.md,variable length values,variable length value,
1723,microsoft,FASTER,Performance-of-FASTER-in-C#.md,performance of faster in c,performance of @PROJECT in c,
1724,microsoft,FASTER,Home.md,home,home,
1725,slim-template,slim,Using-Slim-with-Spring-Boot.md,using slim with spring boot,use @PROJECT with spring boot,
1726,slim-template,slim,Template-Converters-ERB-to-SLIM.md,template converters erb to slim,template converter erb to @PROJECT,
1727,rmosolgo,graphql-ruby,How-To:-Set-a-Custom-Base-Connection-class-to-provide-totalCount-and-totalPageCount-fields-on-all-Connections.md,how to set a custom base connection class to provide total count and total page count fields on all connections,how to set a custom base connection class to provide total count and total page count field on all connection,
1728,timber,timber,Showcase.md,showcase,showcase,
1729,timber,timber,Documenting-hooks.md,documenting hooks,document hook,
1730,timber,timber,Unit-testing.md,unit testing,unit test,
1731,raphw,byte-buddy,Web-resources.md,web resources,web resource,
1732,raphw,byte-buddy,Projects-using-Byte-Buddy.md,projects using byte buddy,project use @PROJECT,
1733,chaos-mesh,chaos-mesh,Weekly-Update---2020.md,weekly update 2020,weekly update @YEAR,
1734,chaos-mesh,chaos-mesh,Weekly-Update---2021.md,weekly update 2021,weekly update @YEAR,
1735,chaos-mesh,chaos-mesh,Release-Guide.md,release guide,release guide,
1736,chaos-mesh,chaos-mesh,Weekly-Update---2022.md,weekly update 2022,weekly update @YEAR,
1737,PyCQA,isort,isort-Plugins.md,isort plugins,@PROJECT plugins,
1738,PyCQA,isort,Projects-Using-isort.md,projects using isort,project use @PROJECT,
1739,PyCQA,isort,Related-Projects.md,related projects,relate project,
1740,PyCQA,isort,isort-Settings.md,isort settings,@PROJECT setting,
1741,microsoft,GSL,gsl::span-and-std::span.md,gslspan and stdspan,gslspan and stdspan,
1742,CSStickyHeaderFlowLayout,CSStickyHeaderFlowLayout,Contribution-Guidelines.md,contribution guidelines,contribution guideline,
1743,kevana,ui-for-docker,Developing-UI-for-Docker.md,developing ui for docker,develop @PROJECT,
1744,kevana,ui-for-docker,UI-for-Docker-with-Nginx-HTTP-Auth.md,ui for docker with nginx http auth,@PROJECT with nginx http auth,
1745,kevana,ui-for-docker,Running-UI-for-Docker.md,running ui for docker,run @PROJECT,
1746,kevana,ui-for-docker,UI-for-Docker-with-TLS-encryption-and-client-authentication.md,ui for docker with tls encryption and client authentication,@PROJECT with tl encryption and client authentication,
1747,itzg,docker-minecraft-server,Minecraft-Pi.md,minecraft pi,minecraft pi,
1748,cuckoosandbox,cuckoo,Hooked-APIs-and-Categories.md,hooked apis and categories,hook apis and category,
1749,10se1ucgo,DisableWinTracking,Tracking-Addresses.md,tracking addresses,track address,
1750,jschr,bootstrap-modal,Ruby-on-Rails----AJAX-Modal-Example.md,ruby on rails ajax modal example,ruby on rail ajax modal example,
1751,electron-userland,electron-forge,Using-'preload'-scripts.md,using preload scripts,use preload script,
1752,electron-userland,electron-forge,Custom-template-modules.md,custom template modules,custom template module,
1753,givanz,VvvebJs,Inputs.md,inputs,input,
1754,givanz,VvvebJs,Components.md,components,component,
1755,givanz,VvvebJs,Home.md,home,home,
1756,jscs-dev,node-jscs,Plugin-API.md,plugin api,plugin api,
1757,jscs-dev,node-jscs,Creating-a-Custom-Preset-or-Config.md,creating a custom preset or config,create a custom preset or config,
1758,jscs-dev,node-jscs,Creating-a-New-Rule.md,creating a new rule,create a new rule,
1759,Fyrd,caniuse,Third-party-tools.md,third party tools,third party tool,
1760,Fyrd,caniuse,Home.md,home,home,
1761,mikepenz,Android-Iconics,IconicsImageView-Family.md,iconics image view family,iconics image view family,
1762,mikepenz,Android-Iconics,IconicsCompoundButton-Family.md,iconics compound button family,iconics compound button family,
1763,mikepenz,Android-Iconics,IconicsTextView-Family.md,iconics text view family,iconics text view family,
1764,mikepenz,Android-Iconics,CustomFontAddonCreating.md,custom font addon creating,custom font addon create,
1765,spring-attic,spring-mvc-showcase,@MVC-Flash-Attribute-Support.md,mvc flash attribute support,mvc flash attribute support,
1766,russross,blackfriday,Extensions.md,extensions,extension,
1767,mybatis,generator,Third-Party-Tools.md,third party tools,third party tool,
1768,mybatis,generator,Code-Merging-Information.md,code merging information,code merge information,
1769,vakata,jstree,Home.md,home,home,
1770,hazelcast,hazelcast,Checklist-for-Hazelcast-config-changes.md,checklist for hazelcast config changes,checklist for @PROJECT config change,
1771,hazelcast,hazelcast,Multicast-behavior-on-different-platforms.md,multicast behavior on different platforms,multicast behavior on different platform,
1772,jonaswinkler,paperless-ng,[GUIDE]-iOS-Upload-Workflow.md,guide ios upload workflow,guide io upload workflow,
1773,aidenybai,million,Home.md,home,home,
1774,YerongAI,Office-Tool,Office-Tool-Plus-Quick-Start.md,office tool plus quick start,@PROJECT plus quick start,
1775,mimblewimble,grin,fees-mining.md,fees mining,fee mine,
1776,mimblewimble,grin,Home.md,home,home,
1777,mimblewimble,grin,mw-primer.md,mw primer,mw primer,
1778,mimblewimble,grin,Grin-and-MimbleWimble-vs-ZCash.md,grin and mimble wimble vs zcash,@PROJECT and mimble wimble vs zcash,
1779,greatsuspender,thegreatsuspender,How-to-enable-the-debugging-log.md,how to enable the debugging log,how to enable the debug log,
1780,Soundnode,soundnode-app,Development.md,development,development,
1781,woocommerce,FlexSlider,FlexSlider-Properties.md,flex slider properties,@PROJECT property,
1782,recastnavigation,recastnavigation,Release-Notes.md,release notes,release note,
1783,krakenjs,kraken-js,Error-handling-mechanics.md,error handling mechanics,error handle mechanic,
1784,krakenjs,kraken-js,Using-krakenjs-middleware-config-for-allowlisting-and-blocklisting-routes.md,using krakenjs middleware config for allowlisting and blocklisting routes,use krakenjs middleware config for allowlisting and blocklisting rout,
1785,Provenance-Emu,Provenance,Issues-Usage.md,issues usage,issue usage,
1786,Provenance-Emu,Provenance,Interesting-3rd-party-SDKs.md,interesting 3rd party sdks,interest @NON_ENGLISH party sdks,
1787,btcsuite,btcd,Bitcoind-RPC-Parity.md,bitcoind rpc parity,bitcoind rpc parity,
1788,dpkp,kafka-python,Home.md,home,home,
1789,rapidsai,cudf,cuDF-groupby.md,cu df groupby,cu df groupby,
1790,rapidsai,cudf,gpuCI.md,gpu ci,gpu ci,
1791,fogleman,Minecraft,Home.md,home,home,
1792,randyrants,sharpkeys,Q&A-around-hack2root's-contributions.md,qa around hack2root contributions,qa around @NON_ENGLISH contribution,
1793,randyrants,sharpkeys,Using-an-Apple-Magic-keyboard.md,using an apple magic keyboard,use an apple magic keyboard,
